segment,dateApp,dateDepart,dateReturn,ZipCode,Country,tripCost,travelersCount,nightsCount
Standard,2024-06-08,2024-06-23,2024-06-27,92545,US,340.32,1,4
Standard,2022-02-07,2022-02-24,2022-02-27,54649,US,553.68,1,3
Economy,2023-07-09,2023-07-20,2023-07-22,76771,US,218.11,2,2
Economy,2024-12-16,2024-12-31,2025-01-03,89791,US,278.43,1,3
Economy,2024-07-19,2024-07-29,2024-08-03,83489,US,754.90,3,5
Standard,2023-06-04,2023-06-18,2023-06-22,16877,US,280.13,1,4
Standard,2023-09-28,2023-10-13,2023-10-16,10097,,316.16,1,3
Standard,2022-08-19,2022-09-05,2022-09-08,70317,,277.11,2,3
Standard,2023-02-05,2023-02-18,2023-02-21,81382,Australia,182.15,5,3
Standard,2023-07-16,2023-07-27,2023-07-28,10967,US,133.84,1,1
Economy,2022-07-03,2022-07-12,2022-07-21,68516,Spain,807.93,1,9
Premium,2023-01-28,2023-02-14,2023-02-18,56485,US,306.43,1,4
Economy,2023-09-21,2023-10-09,2023-10-12,09006,US,336.50,1,3
Economy,2023-12-19,2024-01-02,2024-01-04,70046,,219.25,1,2
Premium,2022-01-07,2022-01-25,2022-02-01,05974,Japan,676.15,1,7
Standard,2022-12-26,2023-01-06,2023-01-11,29273,US,363.83,2,5
Standard,2024-01-12,2024-02-01,2024-02-03,62341,US,285.49,3,2
Standard,2024-11-29,2024-12-21,2024-12-24,47523,US,309.78,1,3
Standard,2022-11-27,2022-12-14,2022-12-19,83775,,142.04,1,5
Standard,2023-12-05,2023-12-21,2023-12-26,56648,US,478.74,1,5
Economy,2024-06-28,2024-07-09,2024-07-17,99969,US,967.75,1,8
Economy,2023-09-23,2023-10-08,2023-10-12,73861,US,149.54,1,4
Economy,2024-04-22,2024-05-06,2024-05-10,55752,US,447.23,1,4
Standard,2022-08-23,2022-09-06,2022-09-08,51961,US,193.25,1,2
Economy,2024-09-16,2024-09-28,2024-09-30,47263,US,225.12,2,2
Economy,2023-05-02,2023-05-17,2023-05-21,12931,Canada,661.41,1,4
Standard,2023-07-10,2023-07-26,2023-07-28,69419,Mexico,160.53,1,2
Premium,2024-09-06,2024-09-15,2024-09-17,44549,US,140.15,3,2
Economy,2023-06-17,2023-07-02,2023-07-13,15603,US,1127.65,2,11
Economy,2023-08-29,2023-09-13,2023-09-18,99996,,638.23,3,5
Economy,2023-01-23,2023-02-04,2023-02-08,58540,US,596.83,1,4
Economy,2024-06-18,2024-06-27,2024-07-01,71387,US,471.74,1,4
Standard,2024-05-22,2024-06-10,2024-06-14,39649,US,323.84,2,4
Economy,2022-07-23,2022-08-11,2022-08-14,20388,,267.09,1,3
Standard,2024-05-27,2024-06-09,2024-06-14,82842,Canada,623.99,2,5
Standard,2024-07-12,2024-07-27,2024-07-29,84354,US,306.10,1,2
Premium,2024-04-02,2024-04-20,2024-04-22,99670,Canada,165.64,1,2
Economy,2023-12-27,2024-01-11,2024-01-17,30273,US,460.23,2,6
Economy,2023-07-09,2023-07-21,2023-07-24,95630,Australia,257.82,1,3
Standard,2023-07-11,2023-07-29,2023-08-04,28576,US,758.36,2,6
Standard,2023-02-09,2023-02-25,2023-03-03,80985,US,716.73,1,6
Economy,2024-12-17,2024-12-28,2025-01-04,70437,US,607.54,5,7
Economy,2023-08-21,2023-08-29,2023-08-31,52506,US,210.49,1,2
Standard,2023-07-15,2023-07-27,2023-08-03,76386,US,950.27,2,7
Standard,2024-12-16,2024-12-29,2024-12-30,46813,US,107.55,2,1
Standard,2022-12-18,2022-12-31,2023-01-06,56003,,1001.70,2,6
Standard,2024-10-02,2024-10-10,2024-10-12,46539,US,211.51,3,2
Economy,2023-08-25,2023-09-08,2023-09-13,13691,US,644.04,1,5
Premium,2022-02-14,2022-03-01,2022-03-05,22944,US,324.59,1,4
Economy,2023-04-30,2023-05-15,2023-05-18,61153,Brazil,208.49,1,3
Standard,2022-12-20,2023-01-07,2023-01-13,37150,US,580.25,1,6
Standard,2023-07-13,2023-07-25,2023-07-30,37575,Japan,386.12,2,5
Standard,2022-05-26,2022-06-13,2022-06-16,26659,US,291.80,3,3
Premium,2024-09-24,2024-10-06,2024-10-08,37829,US,183.51,1,2
Economy,2023-05-09,2023-05-30,2023-06-03,00196,US,392.86,4,4
Economy,2023-01-17,2023-01-30,2023-02-01,16777,US,48.39,2,2
Premium,2024-06-12,2024-06-23,2024-06-27,55178,US,560.32,2,4
Standard,2024-02-02,2024-02-15,2024-02-17,38504,US,194.23,1,2
Premium,2022-07-28,2022-08-08,2022-08-09,49400,UK,81.28,1,1
Standard,2022-06-10,2022-06-23,2022-06-25,46753,US,228.87,2,2
Economy,2024-03-09,2024-03-30,2024-04-02,34433,UK,244.58,3,3
Premium,2022-12-17,2023-01-06,2023-01-13,43846,US,544.96,2,7
Economy,2024-06-30,2024-07-18,2024-07-21,70247,US,353.55,1,3
Economy,2022-10-03,2022-10-14,2022-10-17,38326,US,246.46,2,3
Standard,2022-08-22,2022-09-04,2022-09-09,17565,Japan,361.73,1,5
Standard,2023-07-11,2023-07-20,2023-07-25,94776,US,477.22,1,5
Economy,2023-08-15,2023-08-26,2023-08-31,22391,US,587.82,1,5
Economy,2022-04-24,2022-05-08,2022-05-13,43341,US,464.15,1,5
Standard,2024-10-29,2024-11-11,2024-11-15,34508,US,473.06,1,4
Premium,2024-07-20,2024-07-31,2024-08-03,02472,US,461.44,3,3
Economy,2022-05-26,2022-06-07,2022-06-10,18568,US,323.68,2,3
Economy,2022-08-24,2022-09-10,2022-09-12,30422,Australia,211.95,5,2
Standard,2023-12-21,2024-01-01,2024-01-04,09899,US,488.10,2,3
Standard,2022-08-29,2022-09-12,2022-09-16,67767,US,443.82,1,4
Standard,2024-07-11,2024-07-22,2024-07-25,39052,US,344.82,1,3
Standard,2023-06-29,2023-07-13,2023-07-16,46741,US,345.53,2,3
Standard,2024-07-21,2024-08-06,2024-08-15,81504,US,850.95,1,9
Economy,2022-09-30,2022-10-13,2022-10-16,48618,UK,396.45,4,3
Standard,2023-12-04,2023-12-12,2023-12-21,54598,US,784.38,1,9
Standard,2022-06-05,2022-06-19,2022-06-21,37819,Japan,227.45,1,2
Standard,2024-08-03,2024-08-28,2024-08-31,91712,Mexico,266.03,2,3
Economy,2022-06-21,2022-07-07,2022-07-11,92677,US,321.26,1,4
Premium,2023-05-27,2023-06-05,2023-06-07,71703,Mexico,128.47,2,2
Standard,2023-02-06,2023-02-17,2023-02-20,75726,US,161.92,1,3
Standard,2024-08-19,2024-09-01,2024-09-04,86150,US,233.32,2,3
Premium,2022-05-19,2022-06-08,2022-06-12,25786,US,294.01,1,4
Standard,2022-05-15,2022-05-26,2022-05-28,12506,US,271.45,2,2
Economy,2024-01-21,2024-02-09,2024-02-12,37417,US,341.60,1,3
Standard,2022-08-16,2022-09-03,2022-09-07,82946,US,280.59,5,4
Standard,2024-11-05,2024-11-17,2024-11-19,98048,Mexico,125.53,1,2
Standard,2024-12-01,2024-12-16,2024-12-17,14396,US,73.36,5,1
Economy,2023-06-09,2023-07-01,2023-07-05,03352,US,347.67,5,4
Economy,2024-12-28,2025-01-08,2025-01-13,03609,US,557.33,2,5
Economy,2024-08-16,2024-08-27,2024-09-02,28238,US,580.45,5,6
Economy,2024-04-19,2024-05-08,2024-05-10,90617,US,177.51,2,2
Economy,2024-06-23,2024-07-18,2024-07-22,71356,US,390.40,1,4
Economy,2023-06-03,2023-06-20,2023-06-28,54687,Canada,1174.44,1,8
Economy,2022-01-26,2022-02-21,2022-02-26,26289,US,376.47,4,5
Standard,2022-03-27,2022-04-08,2022-04-09,13066,US,111.19,4,1
Premium,2023-11-01,2023-11-09,2023-11-13,15205,US,395.59,2,4
Premium,2022-06-27,2022-07-14,2022-07-17,00564,US,340.24,2,3
Economy,2022-12-19,2022-12-29,2023-01-02,91383,US,405.49,3,4
Standard,2024-11-15,2024-11-28,2024-11-30,14575,US,213.47,1,2
Economy,2023-05-02,2023-05-20,2023-05-22,06276,US,196.90,1,2
Economy,2022-10-12,2022-10-20,2022-10-24,21917,,321.89,1,4
Standard,2022-08-01,2022-08-17,2022-08-22,92744,US,582.29,1,5
Standard,2023-10-22,2023-11-08,2023-11-12,78365,US,278.28,5,4
Economy,2022-03-23,2022-04-05,2022-04-10,86954,Mexico,576.42,1,5
Economy,2022-08-30,2022-09-12,2022-09-21,52980,US,1028.83,1,9
Economy,2024-04-04,2024-04-17,2024-04-20,38543,Australia,397.94,1,3
Economy,2024-04-05,2024-04-17,2024-04-18,05311,France,37.68,1,1
Premium,2023-09-11,2023-09-29,2023-09-30,70974,US,96.38,1,1
Economy,2024-05-09,2024-05-18,2024-05-20,86455,US,228.91,1,2
Standard,2022-09-26,2022-10-11,2022-10-15,20387,US,502.86,1,4
Economy,2023-03-31,2023-04-15,2023-04-16,15181,US,140.46,2,1
Economy,2022-10-18,2022-11-03,2022-11-06,84296,US,330.36,1,3
Premium,2022-06-22,2022-07-11,2022-07-15,05365,US,354.49,2,4
Economy,2023-08-02,2023-08-13,2023-08-17,81534,US,259.30,1,4
Premium,2024-12-11,2024-12-20,2024-12-26,61542,US,274.24,1,6
Economy,2024-09-06,2024-09-18,2024-09-20,72805,Mexico,192.80,1,2
Standard,2022-09-23,2022-10-06,2022-10-10,73178,US,235.87,1,4
Standard,2022-06-17,2022-06-27,2022-07-02,31398,Germany,244.00,1,5
Economy,2023-06-07,2023-06-22,2023-06-25,91471,US,251.10,2,3
Standard,2023-10-30,2023-11-11,2023-11-17,83575,US,744.92,1,6
Economy,2022-12-15,2023-01-05,2023-01-12,31534,US,497.53,1,7
Economy,2024-07-29,2024-08-11,2024-08-13,29185,US,256.23,1,2
Economy,2023-11-25,2023-12-07,2023-12-08,80735,US,80.20,2,1
Economy,2024-03-05,2024-03-25,2024-03-28,42350,UK,232.60,3,3
Standard,2024-09-23,2024-10-07,2024-10-10,35901,US,299.83,2,3
Economy,2024-06-20,2024-07-02,2024-07-05,70068,US,351.85,1,3
Economy,2023-07-20,2023-08-08,2023-08-09,48355,US,54.51,1,1
Standard,2022-10-04,2022-10-22,2022-10-24,23761,Mexico,200.58,1,2
Premium,2024-11-15,2024-11-27,2024-12-04,57027,US,720.97,1,7
Economy,2023-07-17,2023-07-26,2023-07-28,53381,US,240.04,1,2
Economy,2024-05-24,2024-06-08,2024-06-11,46524,US,389.55,5,3
Economy,2022-07-24,2022-08-01,2022-08-03,13925,US,126.37,2,2
Standard,2024-03-19,2024-03-30,2024-04-03,76253,US,394.89,1,4
Standard,2023-07-02,2023-07-15,2023-07-18,08387,US,297.08,2,3
Standard,2023-04-16,2023-05-03,2023-05-08,28468,US,514.83,2,5
Economy,2022-10-01,2022-10-15,2022-10-19,96195,US,481.16,1,4
Standard,2022-10-26,2022-11-01,2022-11-06,10522,US,386.83,1,5
Economy,2023-07-05,2023-07-13,2023-07-17,75431,US,520.20,1,4
Economy,2022-05-07,2022-05-23,2022-05-27,09076,US,542.81,1,4
Standard,2023-05-25,2023-06-09,2023-06-13,26803,US,471.84,2,4
Standard,2022-07-03,2022-07-14,2022-07-18,37287,US,449.08,1,4
Standard,2023-04-20,2023-05-01,2023-05-03,05248,US,211.85,1,2
Standard,2024-07-20,2024-08-03,2024-08-07,34033,US,444.46,1,4
Premium,2024-01-01,2024-01-16,2024-01-19,70172,US,344.99,2,3
Economy,2022-06-01,2022-06-17,2022-06-22,68654,US,266.08,1,5
Economy,2022-05-18,2022-06-05,2022-06-06,51500,US,77.94,2,1
Economy,2023-06-26,2023-07-16,2023-07-23,32624,US,852.37,4,7
Premium,2024-10-18,2024-11-03,2024-11-09,57840,US,594.60,1,6
Economy,2023-12-23,2024-01-02,2024-01-09,41274,US,640.32,2,7
Economy,2023-06-21,2023-07-01,2023-07-04,88102,US,328.07,1,3
Economy,2023-06-28,2023-07-08,2023-07-12,57783,US,340.58,1,4
Economy,2022-09-08,2022-09-24,2022-09-26,86080,US,179.18,1,2
Standard,2024-05-27,2024-06-16,2024-06-22,17949,US,501.87,3,6
Standard,2024-12-06,2024-12-18,2024-12-22,12269,US,496.41,1,4
Premium,2023-11-10,2023-11-29,2023-12-01,35353,US,256.32,2,2
Standard,2024-06-26,2024-07-09,2024-07-11,68186,US,147.66,3,2
Standard,2024-08-29,2024-09-08,2024-09-16,50816,Germany,754.79,1,8
Standard,2024-08-05,2024-08-25,2024-08-28,90615,US,210.99,4,3
Economy,2023-06-07,2023-06-24,2023-06-29,56998,Japan,606.69,3,5
Economy,2024-01-09,2024-01-16,2024-01-21,28200,US,356.63,2,5
Economy,2024-09-22,2024-10-19,2024-10-21,93768,US,193.75,3,2
Standard,2024-06-23,2024-07-01,2024-07-03,95453,US,223.28,2,2
Standard,2022-12-10,2022-12-26,2022-12-27,27993,Germany,85.69,1,1
Economy,2022-08-14,2022-08-30,2022-09-03,66281,US,480.28,1,4
Economy,2022-02-21,2022-03-09,2022-03-12,71947,US,239.95,3,3
Standard,2022-05-10,2022-05-31,2022-06-05,84651,US,592.30,2,5
Premium,2023-08-20,2023-08-29,2023-09-01,74547,US,180.60,1,3
Standard,2024-10-08,2024-10-21,2024-10-27,08607,US,723.02,1,6
Economy,2022-02-24,2022-03-08,2022-03-11,92482,US,282.69,1,3
Standard,2023-04-22,2023-05-05,2023-05-08,37000,US,278.08,1,3
Economy,2023-06-10,2023-06-20,2023-06-26,55747,US,548.19,3,6
Economy,2023-08-20,2023-08-30,2023-09-01,50364,US,193.22,1,2
Economy,2023-11-21,2023-12-07,2023-12-09,48577,Spain,198.73,3,2
Economy,2023-06-28,2023-07-12,2023-07-22,01045,US,911.35,2,10
Premium,2024-08-08,2024-08-19,2024-08-27,15198,US,860.56,4,8
Standard,2024-08-02,2024-08-14,2024-08-19,00143,France,364.51,1,5
Economy,2022-03-28,2022-04-10,2022-04-12,64075,US,191.51,2,2
Standard,2024-05-20,2024-05-28,2024-06-01,12312,US,320.98,5,4
Economy,2024-10-16,2024-11-03,2024-11-08,52774,US,359.93,2,5
Economy,2023-06-17,2023-06-25,2023-06-30,34867,US,637.98,1,5
Standard,2024-01-30,2024-02-12,2024-02-19,60148,US,869.13,1,7
Economy,2023-12-09,2023-12-26,2023-12-27,06562,US,128.62,1,1
Economy,2023-02-16,2023-03-06,2023-03-08,19843,US,275.70,1,2
Standard,2022-02-11,2022-02-18,2022-02-22,44074,US,435.99,3,4
Economy,2024-12-06,2024-12-18,2024-12-24,61865,US,760.03,2,6
Premium,2024-09-30,2024-10-13,2024-10-19,37176,US,474.95,1,6
Standard,2022-10-14,2022-10-24,2022-10-26,19169,France,172.69,1,2
Economy,2022-07-07,2022-07-20,2022-07-28,87793,US,803.53,2,8
Standard,2024-07-08,2024-07-24,2024-07-27,77231,US,258.52,1,3
Premium,2024-08-07,2024-08-19,2024-08-23,07473,Japan,556.11,1,4
Standard,2024-06-10,2024-06-21,2024-06-30,26315,UK,1085.87,3,9
Standard,2022-05-20,2022-05-28,2022-06-02,72488,US,434.08,1,5
Premium,2022-06-21,2022-06-26,2022-07-04,91621,,1034.98,1,8
Economy,2022-04-01,2022-04-15,2022-04-21,06470,Mexico,651.03,2,6
Standard,2024-06-14,2024-06-30,2024-07-02,10793,US,151.45,1,2
Standard,2022-06-30,2022-07-16,2022-07-19,60144,Brazil,357.29,1,3
Economy,2024-12-15,2024-12-24,2024-12-29,65168,Mexico,405.87,2,5
Premium,2024-01-10,2024-01-25,2024-01-27,18341,US,126.85,2,2
Standard,2024-01-14,2024-01-28,2024-02-05,90450,Australia,804.39,1,8
Standard,2023-09-10,2023-09-24,2023-09-26,30957,US,176.61,1,2
Economy,2023-09-27,2023-10-13,2023-10-15,22530,US,263.31,4,2
Standard,2022-08-11,2022-08-24,2022-08-31,58660,US,489.55,2,7
Standard,2022-05-08,2022-05-21,2022-05-23,00088,US,152.45,4,2
Economy,2023-12-16,2023-12-27,2023-12-31,60929,US,283.83,1,4
Premium,2023-01-30,2023-02-14,2023-02-17,41561,US,336.37,1,3
Premium,2022-04-12,2022-04-29,2022-05-01,43209,US,259.02,2,2
Economy,2023-12-13,2023-12-28,2023-12-30,69845,US,265.50,1,2
Standard,2024-03-20,2024-04-08,2024-04-12,00571,US,247.53,2,4
Economy,2022-08-12,2022-08-24,2022-08-26,06526,US,102.81,1,2
Economy,2024-03-11,2024-03-29,2024-03-30,64671,US,80.34,2,1
Standard,2023-12-04,2023-12-20,2023-12-28,05485,US,824.54,1,8
Economy,2022-07-04,2022-07-15,2022-07-18,75263,US,336.63,2,3
Standard,2022-09-28,2022-10-22,2022-10-25,84148,US,331.74,1,3
Standard,2022-12-23,2023-01-16,2023-01-19,06514,US,218.30,1,3
Standard,2023-10-25,2023-11-08,2023-11-13,85893,US,433.27,1,5
Economy,2023-11-04,2023-11-18,2023-11-21,35083,US,341.22,2,3
Standard,2024-08-18,2024-09-02,2024-09-07,64818,US,330.80,3,5
Economy,2022-10-17,2022-10-24,2022-10-28,79816,US,201.06,4,4
Economy,2022-07-13,2022-08-03,2022-08-10,95525,US,560.19,3,7
Standard,2023-12-31,2024-01-12,2024-01-15,07808,US,209.54,1,3
Economy,2024-06-27,2024-07-12,2024-07-15,99373,US,310.72,1,3
Premium,2022-08-26,2022-09-03,2022-09-06,77370,US,278.19,3,3
Premium,2024-02-22,2024-03-16,2024-03-20,05039,US,320.37,1,4
Premium,2024-05-30,2024-06-15,2024-06-18,27488,US,332.00,1,3
Economy,2024-12-25,2025-01-04,2025-01-07,99409,US,274.42,1,3
Economy,2022-04-22,2022-05-09,2022-05-11,21871,US,167.87,1,2
Standard,2022-08-11,2022-08-25,2022-08-29,06699,US,353.54,1,4
Economy,2023-08-23,2023-09-06,2023-09-11,82827,US,554.32,1,5
Economy,2024-02-15,2024-03-01,2024-03-03,28825,US,240.67,2,2
Economy,2024-06-09,2024-06-23,2024-06-25,12513,,178.68,1,2
Standard,2022-07-10,2022-07-19,2022-07-23,33728,Japan,367.33,2,4
Standard,2022-08-03,2022-08-16,2022-08-20,20943,US,233.61,1,4
Economy,2024-02-15,2024-02-23,2024-02-25,44043,Spain,205.27,2,2
Standard,2023-07-06,2023-07-20,2023-07-23,70759,US,432.29,3,3
Premium,2024-09-23,2024-10-15,2024-10-19,30035,Germany,480.59,1,4
Premium,2023-10-04,2023-10-19,2023-10-22,85224,US,128.16,2,3
Standard,2022-07-08,2022-07-23,2022-07-26,32285,US,259.22,1,3
Economy,2023-08-01,2023-08-19,2023-08-23,38378,US,285.34,2,4
Economy,2024-07-20,2024-08-04,2024-08-06,29494,Mexico,212.24,2,2
Economy,2022-05-11,2022-05-19,2022-05-21,84215,US,240.34,1,2
Standard,2022-01-13,2022-01-23,2022-02-04,08418,Brazil,964.33,1,12
Economy,2022-09-11,2022-09-21,2022-09-25,65984,US,339.10,1,4
Economy,2024-10-05,2024-10-15,2024-10-19,57035,France,542.18,2,4
Standard,2022-06-12,2022-06-26,2022-06-29,48910,Australia,222.42,2,3
Standard,2022-03-21,2022-04-02,2022-04-04,04484,Japan,197.11,2,2
Standard,2024-07-20,2024-08-01,2024-08-02,51983,US,69.71,1,1
Standard,2024-03-21,2024-04-08,2024-04-11,94843,US,232.90,1,3
Standard,2024-08-21,2024-09-04,2024-09-06,22612,US,211.71,1,2
Economy,2024-12-12,2024-12-24,2024-12-27,86184,US,257.55,1,3
Standard,2023-04-10,2023-04-21,2023-04-25,88095,US,383.37,3,4
Standard,2022-06-15,2022-07-03,2022-07-07,91935,US,253.86,2,4
Economy,2022-10-20,2022-11-02,2022-11-08,63195,US,547.41,1,6
Economy,2022-02-26,2022-03-10,2022-03-15,31646,US,634.64,1,5
Economy,2023-04-09,2023-04-27,2023-05-02,60132,US,544.08,1,5
Economy,2023-04-19,2023-05-07,2023-05-12,55091,US,483.31,4,5
Economy,2022-07-07,2022-07-20,2022-07-27,30975,US,949.94,1,7
Economy,2024-07-04,2024-07-23,2024-07-28,13965,US,500.13,1,5
Economy,2023-06-02,2023-06-21,2023-06-25,27193,US,206.41,1,4
Economy,2022-08-14,2022-09-02,2022-09-08,94029,US,832.25,2,6
Economy,2022-12-15,2022-12-28,2022-12-31,26842,US,334.96,1,3
Economy,2022-05-28,2022-06-09,2022-06-11,55246,US,175.61,1,2
Premium,2022-10-29,2022-11-10,2022-11-14,28370,US,396.51,4,4
Standard,2023-11-23,2023-12-05,2023-12-10,45156,US,528.03,1,5
Economy,2022-07-28,2022-08-22,2022-08-28,63249,Italy,840.02,2,6
Economy,2023-05-13,2023-05-28,2023-05-29,71200,US,57.93,1,1
Standard,2022-06-28,2022-07-08,2022-07-12,76465,US,563.87,1,4
Standard,2023-08-10,2023-08-26,2023-09-01,76236,US,486.64,3,6
Premium,2024-02-17,2024-02-27,2024-03-06,96700,US,780.29,1,8
Premium,2024-02-04,2024-02-20,2024-02-22,31883,US,230.78,1,2
Standard,2023-06-07,2023-06-26,2023-06-30,23331,US,213.68,1,4
Economy,2024-07-30,2024-08-08,2024-08-13,27690,US,627.44,3,5
Premium,2024-06-01,2024-06-16,2024-06-21,06207,US,423.39,1,5
Economy,2022-08-23,2022-09-11,2022-09-15,90577,US,457.13,1,4
Economy,2023-07-29,2023-08-18,2023-08-23,07377,US,675.58,2,5
Economy,2024-05-04,2024-05-19,2024-05-22,30725,US,231.43,4,3
Economy,2022-07-09,2022-07-29,2022-07-31,44829,US,198.99,1,2
Standard,2024-09-24,2024-10-03,2024-10-09,33300,Germany,640.79,5,6
Economy,2024-11-30,2024-12-21,2024-12-23,04891,US,187.33,1,2
Economy,2023-10-27,2023-11-07,2023-11-10,41150,US,333.74,1,3
Economy,2024-08-12,2024-08-27,2024-09-02,44259,US,849.17,2,6
Economy,2024-02-07,2024-02-23,2024-02-28,95601,US,537.00,1,5
Economy,2024-06-13,2024-06-27,2024-07-09,08721,Japan,837.71,1,12
Standard,2022-09-10,2022-09-25,2022-09-29,01468,US,382.02,2,4
Economy,2022-08-11,2022-08-21,2022-08-23,68840,Japan,176.25,2,2
Economy,2024-11-01,2024-11-12,2024-11-15,12339,Japan,321.84,3,3
Standard,2022-05-27,2022-06-14,2022-06-16,20355,US,233.55,3,2
Economy,2024-05-01,2024-05-11,2024-05-18,11909,US,936.95,1,7
Economy,2024-07-12,2024-07-25,2024-07-28,37356,US,304.68,3,3
Standard,2023-08-25,2023-09-05,2023-09-11,42570,,471.03,1,6
Economy,2024-05-24,2024-06-08,2024-06-15,09253,US,731.20,3,7
Premium,2022-08-23,2022-09-05,2022-09-07,50099,US,213.37,1,2
Standard,2023-07-01,2023-07-17,2023-07-22,70419,US,497.91,1,5
Standard,2023-11-29,2023-12-18,2023-12-20,36758,US,245.55,1,2
Economy,2024-12-02,2024-12-14,2024-12-19,26420,UK,309.58,1,5
Standard,2024-05-08,2024-05-22,2024-05-25,80254,US,177.80,1,3
Economy,2022-02-16,2022-03-01,2022-03-04,17504,US,428.62,2,3
Standard,2023-03-08,2023-03-21,2023-03-27,35648,Japan,749.94,1,6
Economy,2022-10-26,2022-11-08,2022-11-11,53065,US,247.96,3,3
Economy,2022-11-14,2022-11-24,2022-11-26,59680,US,144.16,2,2
Standard,2022-12-06,2022-12-18,2022-12-23,58978,US,409.03,1,5
Premium,2024-01-25,2024-02-05,2024-02-11,56784,US,730.09,3,6
Economy,2022-05-09,2022-05-20,2022-05-26,93824,Italy,428.65,4,6
Economy,2023-07-18,2023-07-30,2023-08-02,55361,Spain,250.00,2,3
Standard,2024-05-29,2024-06-11,2024-06-14,91002,US,396.93,1,3
Economy,2023-07-05,2023-07-19,2023-07-22,30058,US,220.29,2,3
Standard,2023-01-15,2023-01-25,2023-02-03,61817,Germany,588.83,1,9
Economy,2023-10-19,2023-10-29,2023-11-02,31551,US,451.64,3,4
Standard,2024-12-14,2024-12-24,2024-12-31,99692,US,719.18,2,7
Economy,2023-09-24,2023-10-06,2023-10-12,28932,US,751.26,1,6
Economy,2024-10-25,2024-11-12,2024-11-17,85003,US,362.64,3,5
Economy,2024-07-28,2024-08-13,2024-08-16,62239,US,371.56,1,3
Economy,2022-09-14,2022-09-26,2022-09-28,33838,US,167.01,2,2
Economy,2024-08-17,2024-08-30,2024-09-02,89080,US,473.25,1,3
Economy,2023-08-04,2023-08-23,2023-08-27,36692,Australia,512.16,1,4
Standard,2023-07-28,2023-08-10,2023-08-13,72649,Mexico,187.48,3,3
Economy,2024-01-08,2024-01-27,2024-01-31,37598,US,363.30,1,4
Premium,2022-07-05,2022-07-17,2022-07-23,62416,US,818.17,2,6
Economy,2023-06-22,2023-07-06,2023-07-14,58346,US,520.50,1,8
Economy,2022-12-27,2023-01-05,2023-01-11,94060,US,654.63,1,6
Standard,2024-11-14,2024-12-01,2024-12-04,38077,US,400.99,1,3
Economy,2023-03-07,2023-03-21,2023-03-24,88713,US,254.48,1,3
Economy,2023-06-07,2023-06-29,2023-06-30,74792,US,117.11,1,1
Economy,2022-04-08,2022-04-25,2022-04-30,78361,US,415.59,2,5
Standard,2023-12-23,2024-01-05,2024-01-07,28185,US,239.95,1,2
Standard,2023-07-21,2023-07-30,2023-08-03,87677,US,519.68,1,4
Standard,2024-06-25,2024-07-12,2024-07-17,19301,US,598.96,1,5
Standard,2022-01-10,2022-01-23,2022-01-26,94152,US,288.18,1,3
Economy,2022-10-03,2022-10-14,2022-10-18,02273,US,390.52,1,4
Economy,2024-10-24,2024-11-09,2024-11-13,69721,US,430.63,3,4
Standard,2022-02-06,2022-02-20,2022-02-23,96106,US,310.30,1,3
Economy,2023-03-04,2023-03-15,2023-03-18,97819,Australia,338.87,1,3
Economy,2022-07-24,2022-08-10,2022-08-14,98005,US,526.20,1,4
Premium,2024-07-28,2024-08-10,2024-08-18,10007,US,756.31,3,8
Premium,2022-08-18,2022-08-28,2022-08-30,70059,UK,231.94,2,2
Standard,2023-03-06,2023-03-31,2023-04-06,81607,UK,637.28,1,6
Economy,2022-03-20,2022-04-04,2022-04-13,72613,,998.45,1,9
Premium,2023-02-09,2023-02-27,2023-03-03,28880,US,454.45,1,4
Standard,2024-08-01,2024-08-16,2024-08-17,50486,US,127.93,3,1
Standard,2022-06-22,2022-07-07,2022-07-10,31740,,242.78,2,3
Economy,2024-11-05,2024-11-24,2024-11-26,25322,US,105.16,1,2
Economy,2022-08-25,2022-09-03,2022-09-06,40279,US,325.47,1,3
Premium,2023-07-18,2023-08-01,2023-08-03,47259,US,205.99,2,2
Economy,2022-12-25,2023-01-12,2023-01-15,39790,US,186.40,5,3
Economy,2023-11-25,2023-12-04,2023-12-09,54653,US,585.97,1,5
Economy,2022-04-30,2022-05-15,2022-05-17,90442,US,260.97,2,2
Standard,2022-01-05,2022-01-26,2022-02-03,32775,US,988.30,1,8
Standard,2024-07-15,2024-07-28,2024-08-04,83628,US,742.29,1,7
Economy,2024-03-29,2024-04-11,2024-04-17,35519,US,651.19,1,6
Standard,2024-08-31,2024-09-17,2024-09-18,83040,US,128.76,4,1
Economy,2022-06-29,2022-07-09,2022-07-10,84592,US,134.39,1,1
Economy,2023-08-25,2023-09-04,2023-09-08,94007,UK,456.97,1,4
Premium,2023-02-06,2023-03-01,2023-03-05,01676,US,473.21,1,4
Economy,2023-04-04,2023-04-16,2023-04-20,03053,US,351.76,2,4
Premium,2022-05-03,2022-05-17,2022-05-21,04623,US,272.13,1,4
Premium,2023-05-22,2023-06-06,2023-06-13,49927,US,499.26,1,7
Economy,2024-05-31,2024-06-22,2024-06-25,18094,Canada,266.65,1,3
Economy,2022-01-27,2022-02-05,2022-02-11,87216,US,349.78,2,6
Economy,2022-01-09,2022-01-23,2022-01-25,76921,UK,276.19,5,2
Standard,2024-08-01,2024-08-18,2024-08-21,47407,US,301.27,2,3
Economy,2023-07-09,2023-07-24,2023-08-02,07378,Germany,725.59,1,9
